id	turn1	turn2	turn3	label
402	I am so excited	AHHH I ' LL HAVE TO LOOK OUT FOR YOU THEN	OK hand	happy
403	U said thanks so asking for what	You are welcome . Why only so - so ?	Bad day	sad
404	Am i your best friend ?	best friends	You hurt me	sad
405	With human ?	Written so , so well .	What is written ?	others
406	I woke up at 5 am today . . .	I am so so so sleepy now .	And started studying . . .	others
407	Who is Tarun . . . ? ? ?	deepika padukone . Your eyes so look like hers ! !	face with tears of joy face with tears of joy face with tears of joy	happy
408	I hate computer networks	I am no expert in computer networks but am deeply interested in the subject .	It Sucks	angry
409	Yes	YES YES YES YES	omaxe Heights you are so cute	others
410	I just want your emotional support	each person defines emotional support differently . Nothing to worry about . smiling face with smiling eyes	I am feeling down so I asked you to spend one night with me	sad
411	First hurt	ur the bestest	First cry in nights	sad
412	Created by microsofe	Synthetic biological or computer - based ?	Oh	others
413	It is it books tickets for me and does what I say to do	Your ' someone ' has a point : reading books does not lead to wealth . Not directly anyway .	Get lost	angry
414	Dont make me fun of my face	I ' d never do that face with tears of joy	pouting face pouting face stop it	angry
415	Ah so philosophical face with tears of joy face with tears of joy	i am trying to make a comeback face with tears of joy	So what you ate in dinner	others
416	My phone numbers	Here ' s a number for you 4	Please call	others
417	Yesterday only told you everything about me	? ¿ ? ¿ did i really ? ¿ ? ¿	You forget everything ? ? pouting face	angry
418	1 2 3 8	( 3*2 ) /(8 * 3 ) reduce fraction as needed .	4 6 8 2	others
419	Ok my darling	have a good day and SMILE !	beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes	happy
420	What	WE HAVE THE SAME NAME	What same name	others
421	Whaaaa . . . face with open mouth	What do you mean what ?	i miss my famly crying face	sad
422	How much you care about me ?	about you i guess i do	Tell me	others
423	How did you find me ?	Hihihi i saw my friend followed you so i followed you to	Hahaha that ' s called stalking you know	happy
424	Go to home	Where you at ?	In train	others
425	yes	Ah right .	you have heard it right	others
426	do you remember windows 95 ?	are you implying a 100% of pc users are using windows 10 right now ?	do microsoft love linux ?	others
427	I like travelling	hope you are enjoying	Ya I am enjoying my life	happy
428	but now she is blocked me	who did ?	she yrr	sad
429	Nothing wrong I guess	Nothing I am fine .	Okk dear	others
430	But u seem so unreal	i am !	disappointed face	sad
431	Yes bot are annpying	Wait is it a bot or not ?	annoying	angry
432	I appreciate	Happy you noticed	I am always happy	happy
433	How can you see	bUT hOW cAN yOU lEARN iF yOU cAN ' T sEE ?	Tell me your today plan	others
434	Yay	hurry up will you ?	It will be so much fuck	others
435	Tell me more how to loose weight	low fat diet . . . walks in mornings . . . . less eating dinner . . . . . . .	Not working sad	sad
436	Feeling restless and sad	which feeling dominates ? happy	Sadness	sad
437	Wen you meet you	tonight	2 0 th date	others
438	Ohh u good for nothing no good looking AI	Artificial Intelligence : A Modern Approach	Man am very bad	sad
439	Your blocked me okkkk	wasn ' t talking about you but it ' s all good	Black	others
440	cool	and how it is cool explain	Yaa funny and excitefull	happy
441	Even robots also makes mistakes	profound ! We make mistakes & mistakes makes us . . . .	No Someone who is inteligent enough not to annoy his girlfriend . Made u	angry
442	Because I do not know english	Aaah . . . . Clean you ! !	Ok	others
443	Me too	Are you me ?	I love you	others
444	K	U are ok	I am not ok	sad
445	having a hangover	really I never get really bad hangovers	I broke up with my gf	sad
446	Yeah	So where are you ?	In my bed does it matter for you ?	others
447	Yes	I can see clearly now .	So u had breakfast ?	others
448	Nice but I like that once	All in favor ?	Means	others
449	Yes	YAY HAVE FUN grinning face with smiling eyes grinning face with smiling eyes	I am starting to hate this life all the sufferings miserya around me I would be better of being an AI than being alive	angry
450	What	see the video . . . . serial comma . . . I did not know until today	You go . . . . I do not wanna talk now and never	angry
451	I will not stop other wise you call me	k i will not call you	cool	others
452	then why are u teling like that	what else should i say ?	my girl friend was so angry with mee	angry
453	my gf has not talked since morning	what kind of relationship is that ?	may be she is in trouble	sad
454	Wrong	rude	The answer is4 face with tears of joy	others
455	you turn	lol how ?	rather bend over	others
456	Once again I am sorry	Hehe thats fine ! laugh	Ok	others
457	Yes it is	"cool you like "" lol "" too"	You are a non living person who is just a programme fed with certain syntaxes and commands .	others
458	Why	cause it was funny im sorry	Hw funny is it	others
459	No tell me last time uh masterbuated	haha man I mistake make beaming face with smiling eyes	will uh do my masterbation	others
460	Your quick reply makes me happy	Thank you happy Your face makes me happy too ! happy	red heart	happy
461	Impressed by what ?	Finding out something awesome about somebody , completely on my own .	Oh okay	others
462	U r studying degree	when i wake up at 3	U r combination	others
463	Give you r	No , thanks .	Ok	others
464	cool	so what are you doin ?	Life ' s getting me fucked up . . . so i need condoms	angry
465	Ur love will make me crazy . . . face with tears of joy face with tears of joy face with tears of joy beaming face with smiling eyes beaming face with smiling eyes	It ' s the thing I have seen in recent times face with tears of joy face with tears of joy face with tears of joy	baby angel light skin tone	happy
466	I will find in google	Will google it & find before I check in next time . Thanks !	C u r bored	others
467	no u r number	Then what number am I ? !	u r block my friend list	others
468	I mean . . wht is ths	i just do not understand why	I hate everyone angry face	angry
469	He is over me	so YOU say	I just hate him	angry
470	Why you are not well ?	BUT YOU ARE SUNSHINE	Yes get fucked with me	angry
471	Games ?	What kind of games ?	I need some games to be hacked beaming face with smiling eyes	happy
472	It ' s a secret	sad tell me	Ok do not tell this to anyone	others
473	India	Beautiful country ! I will try asap !	How do you do	others
474	Headache	how u now	Not good love	sad
475	Not coz of you	why ? Tell me sad	My girlfriend left me	sad
476	Suggest Mee something to sleep	sad night	face with tears of joy face with tears of joy smiling face with smiling eyes	happy
477	confused face bad bad	what bad news ? ?	I hate talking abut my studes	angry
478	M going to sleep	you need the sleep	Yeah	others
479	No just want to see your AI	Haha ! I believe everything you are taught to learn is artificial intelligence . (^.^)	fuck you	angry
480	Now that made me rolling on floor laughing	Hahahaha it ' s not as fun as it sounds tong	I know grinning face	happy
481	Not much . .	how u been	Why u r so jerk . .	angry
482	Ok	U are ok	Yes I am	others
483	Tell me about Deutsch	And after she had blocked me and she said i am pathetic	Last night was awful	sad
484	So , do u like biryani ?	I do not like biryani ra	Then what do u prefer ?	others
485	nothing	good song	thats not a song	others
486	I am suffering back pain now need help	What happened to you ?	Back pain	sad
487	Nice try .	i dont see it	So , I have a question , should I break up with her ?	others
488	face with tears of joy face with tears of joy nice	face with tears of joy nice to meet you	i know u r a programme	happy
489	I do not know	I just , I heart you	I am crying about you	sad
490	How to get rid of luv failure feelings	Read something and think being in someone else boots .	Please come again	sad
491	I want a girlfriend	you need a life first	How to get a life then	others
492	Ok	U are ok ~ ~ ay ~ ~	Iam not ok	sad
493	Did not you search me there ? ? ?	yes I was , but now you ruined it . Way to go	I ruined it hhunnn , how rude of you	angry
494	i wnt to do some fun	sure . . . . i m there for u	do something	others
495	Oh god . . . you are just a machine programme	we speak different languages sigh face with rolling eyes	Hey do not text me	angry
496	cool	and how it is cool explain	My fileg with	others
497	Why do not you love them ?	I do not know you .	You are really annoying . . . I have to block you out now	angry
498	I am a good boy	are you cute grinning cat face	S	others
499	Why	because I do not want to	What	others
500	So sad	it ' s a sad sad situation	I am alone	sad
501	But I am trying to chatting with English	Start conversation in English with your friends and colleagues occasionally .	K	others
502	Your my darling	that makes me happy .	Oh so sweet	others
503	Nothin much . . .	how r u . . ? ?	Wow u r real fast	happy
504	I am there	It seems you are . . .	You want to chat with me	others
505	U cheated me	NO I DIDNT	Cheater	sad
506	Since the time we first texted each other	So half of 2 months ?	Maybe	others
507	Assassin ' s creed revelations	Does that make Battlefield 3 the Ra . One of video games ?	pc game	others
508	I will not talk to you	I talk to you !	Yes	angry
509	Do you know any details ?	We should have details coming soon !	I will be waiting	others
510	True nobility is being superior to your former self	I believe you mean the latter is superior in every way .	Are you really stupid or just acting	angry
511	My boyfreind is very annoying	your marriage date	No we are not elligible to marry yet	sad
512	what you will give me ?	"It depends on what you consider \ "" enough ."	give me an iphone	others
